"ORG_USER_ID","USERID","ORG_NODEID","ORG_NODE_LEVEL","ADMINID","ACTIVATION_STATUS","CREATED_DATE_TIME","UPDATED_DATE_TIME"
"5591442","5593915","604405","3","101","AC",,
"5591443","5593916","604405","3","101","AC",,
"5591444","5593917","604405","3","101","AC",,
"5591445","5593918","604405","3","101","AC",,
"5591446","5593919","604405","3","101","AC",,
"5591447","5593920","604405","3","101","AC",,
"5591448","5593921","604405","3","101","AC",,
"5591449","5593922","604405","3","101","AC",,
"5591450","5593923","604227","3","101","AC",,
"5591451","5593924","604227","3","101","AC",,
"5591452","5593925","604227","3","101","AC",,
"5591453","5594406","604235","3","101","AC",,
"5591454","5594407","604235","3","101","AC",,
"5591455","5594408","604235","3","101","AC",,
"5591456","5594409","604235","3","101","AC",,
"5591457","5594410","604235","3","101","AC",,
"5591458","5594411","604235","3","101","AC",,
"5591459","5594412","604235","3","101","AC",,
"5591460","5594413","605338","3","101","AC",,
"5591461","5594414","605338","3","101","AC",,
"5591462","5594415","605338","3","101","AC",,
"5591463","5594416","605338","3","101","AC",,
"5591464","5594417","605338","3","101","AC",,
"5591465","5594418","605338","3","101","AC",,
"5591466","5594419","605338","3","101","AC",,
"5591467","5594420","605338","3","101","AC",,
"5591468","5594421","605338","3","101","AC",,
"5591469","5594422","605338","3","101","AC",,
"5591470","5594423","605337","3","101","AC",,
"5591471","5594424","605337","3","101","AC",,
"5591472","5594425","605337","3","101","AC",,
"5591473","5594426","605337","3","101","AC",,
"5591474","5594427","605337","3","101","AC",,
"5591475","5594428","605337","3","101","AC",,
"5591476","5594429","605337","3","101","AC",,
"5591477","5594430","605337","3","101","AC",,
"5591478","5594431","605337","3","101","AC",,
"5591479","5594432","604846","3","101","AC",,
"5591480","5594433","604846","3","101","AC",,
"5591481","5594434","604846","3","101","AC",,
"5591482","5594435","604846","3","101","AC",,
"5591483","5593926","605003","3","101","AC",,
"5591484","5593927","605003","3","101","AC",,
"5591485","5593928","605003","3","101","AC",,
"5591486","5593929","605017","3","101","AC",,
"5591487","5593930","605017","3","101","AC",,
"5592574","5592917","604792","3","101","AC",,
"5592575","5592918","604792","3","101","AC",,
"5592576","5592919","604792","3","101","AC",,
"5592577","5592920","604792","3","101","AC",,
"5592578","5592921","604792","3","101","AC",,
"5592579","5592922","604792","3","101","AC",,
"5592580","5592923","604792","3","101","AC",,
"5592581","5592924","604792","3","101","AC",,
"5592582","5592925","604792","3","101","AC",,
"5592583","5592926","604792","3","101","AC",,
"5592584","5592927","604792","3","101","AC",,
"5592585","5592928","604792","3","101","AC",,
"5592586","5592929","604792","3","101","AC",,
"5592587","5592930","604791","3","101","AC",,
"5592588","5592931","604791","3","101","AC",,
"5592589","5592932","604791","3","101","AC",,
"5592590","5592933","604791","3","101","AC",,
"5592591","5592934","604791","3","101","AC",,
"5592592","5592935","604791","3","101","AC",,
"5592593","5593116","604093","3","101","AC",,
"5592594","5593117","604093","3","101","AC",,
"5592595","5593118","604093","3","101","AC",,
"5592596","5593119","604093","3","101","AC",,
"5592597","5593120","604093","3","101","AC",,
"5592598","5593121","604093","3","101","AC",,
"5592599","5593122","604093","3","101","AC",,
"5592600","5593123","604093","3","101","AC",,
"5592601","5593124","604093","3","101","AC",,
"5592602","5593125","604093","3","101","AC",,
"5592603","5593126","604093","3","101","AC",,
"5592604","5593127","604093","3","101","AC",,
"5592605","5593128","604093","3","101","AC",,
"5592606","5593129","604093","3","101","AC",,
"5592607","5593130","604091","3","101","AC",,
"5592608","5593131","604091","3","101","AC",,
"5592609","5593132","604091","3","101","AC",,
"5592610","5593133","604091","3","101","AC",,
"5592611","5593134","604091","3","101","AC",,
"5592612","5593135","604091","3","101","AC",,
"5592613","5593136","604091","3","101","AC",,
"5592614","5593137","604091","3","101","AC",,
"5592615","5593138","604091","3","101","AC",,
"5592616","5593139","604091","3","101","AC",,
"5592617","5593140","604091","3","101","AC",,
"5592618","5593141","604091","3","101","AC",,
"5592619","5593142","604091","3","101","AC",,
"5592620","5593143","604091","3","101","AC",,
"5592621","5593144","604091","3","101","AC",,
"5592622","5593145","604091","3","101","AC",,
"5592623","5593326","605058","3","101","AC",,
"5592624","5593327","605058","3","101","AC",,
"5592625","5593328","605058","3","101","AC",,
"5592626","5593329","605057","3","101","AC",,
"5592627","5593330","605057","3","101","AC",,
"5592628","5593331","605057","3","101","AC",,
"5592629","5593332","605057","3","101","AC",,
"5592630","5593333","605057","3","101","AC",,
"5592631","5593334","605057","3","101","AC",,
"5592632","5593335","605057","3","101","AC",,
"5592633","5593336","605057","3","101","AC",,
"5592634","5593337","605057","3","101","AC",,
"5592635","5593338","605057","3","101","AC",,
"5592636","5593339","605057","3","101","AC",,
"5592637","5593340","605057","3","101","AC",,
"5592638","5593341","605057","3","101","AC",,
"5592639","5593342","605057","3","101","AC",,
"5592640","5593343","605016","3","101","AC",,
"5592641","5593344","605016","3","101","AC",,
"5592642","5593345","605016","3","101","AC",,
"5592643","5593346","605016","3","101","AC",,
"5592644","5593347","605016","3","101","AC",,
"5592645","5593348","605016","3","101","AC",,
"5592646","5593349","605014","3","101","AC",,
"5592647","5593350","605014","3","101","AC",,
"5592648","5593351","605014","3","101","AC",,
"5592649","5593352","605014","3","101","AC",,
"5592650","5593353","605014","3","101","AC",,
"5592651","5593354","605014","3","101","AC",,
"5592652","5593355","605014","3","101","AC",,
"5592653","5593536","604362","3","101","AC",,
"5592654","5593537","604362","3","101","AC",,
"5592655","5593538","604362","3","101","AC",,
"5592656","5593539","604362","3","101","AC",,
"5592657","5593540","604362","3","101","AC",,
"5592658","5593541","604362","3","101","AC",,
"5592659","5593542","604362","3","101","AC",,
"5592660","5593543","604362","3","101","AC",,
"5592661","5593544","604362","3","101","AC",,
"5592662","5593545","604362","3","101","AC",,
"5592663","5593546","604362","3","101","AC",,
"5592664","5593547","604361","3","101","AC",,
"5592665","5593548","604361","3","101","AC",,
"5592666","5593549","604361","3","101","AC",,
"5592667","5593550","604361","3","101","AC",,
"5592668","5593551","604361","3","101","AC",,
"5592669","5593552","604361","3","101","AC",,
"5592670","5593553","604361","3","101","AC",,
"5592671","5593554","604361","3","101","AC",,
"5592672","5593555","604361","3","101","AC",,
"5592673","5593556","604361","3","101","AC",,
"5592674","5593557","604361","3","101","AC",,
"5592675","5593558","604361","3","101","AC",,
"5592676","5593559","604361","3","101","AC",,
"5592677","5593560","604360","3","101","AC",,
"5592678","5593561","604360","3","101","AC",,
"5592679","5593562","604360","3","101","AC",,
"5592680","5593563","604360","3","101","AC",,
"5592681","5593564","604360","3","101","AC",,
"5592682","5593565","604360","3","101","AC",,
"5592683","5592936","604049","3","101","AC",,
"5592684","5592937","604957","3","101","AC",,
"5592685","5592938","604957","3","101","AC",,
"5592686","5592939","604957","3","101","AC",,
"5592687","5592940","604957","3","101","AC",,
"5592688","5592941","604957","3","101","AC",,
"5592689","5592942","604957","3","101","AC",,
"5592690","5592943","604957","3","101","AC",,
"5592691","5592944","604957","3","101","AC",,
"5592692","5592945","604957","3","101","AC",,
"5592693","5592946","604957","3","101","AC",,
"5592694","5592947","604957","3","101","AC",,
"5592695","5592948","604957","3","101","AC",,
"5592696","5592949","604957","3","101","AC",,
"5592697","5592950","604957","3","101","AC",,
"5592698","5592951","604957","3","101","AC",,
"5592699","5592952","604957","3","101","AC",,
"5592700","5592953","604957","3","101","AC",,
"5592701","5592954","604957","3","101","AC",,
"5592702","5592955","604957","3","101","AC",,
"5592703","5592956","604957","3","101","AC",,
"5592704","5592957","604957","3","101","AC",,
"5592705","5592958","604957","3","101","AC",,
"5592706","5592959","604957","3","101","AC",,
"5592707","5592960","604956","3","101","AC",,
"5592708","5592961","604956","3","101","AC",,
"5592709","5592962","604956","3","101","AC",,
"5592710","5592963","604956","3","101","AC",,
"5592711","5592964","604956","3","101","AC",,
"5592712","5592965","604956","3","101","AC",,
"5592713","5593146","605706","3","101","AC",,
"5592714","5593147","604035","3","101","AC",,
"5592715","5593148","604035","3","101","AC",,
"5592716","5593149","604035","3","101","AC",,
"5592717","5593150","604035","3","101","AC",,
"5592718","5593151","604035","3","101","AC",,
"5592719","5593152","604034","3","101","AC",,
"5592720","5593153","604034","3","101","AC",,
"5592721","5593154","604034","3","101","AC",,
"5592722","5593155","604034","3","101","AC",,
"5592723","5593156","604034","3","101","AC",,
"5592724","5593157","604034","3","101","AC",,
"5592725","5593158","604034","3","101","AC",,
"5592726","5593159","604034","3","101","AC",,
"5592727","5593160","604034","3","101","AC",,
"5592728","5593161","604034","3","101","AC",,
"5592729","5593162","604034","3","101","AC",,
"5592730","5593163","604034","3","101","AC",,
"5592731","5593164","604034","3","101","AC",,
"5592732","5593165","604034","3","101","AC",,
"5592733","5593166","604034","3","101","AC",,
"5592734","5593167","604033","3","101","AC",,
"5592735","5593168","604033","3","101","AC",,
"5592736","5593169","604033","3","101","AC",,
"5592737","5593170","604033","3","101","AC",,
"5592738","5593171","604033","3","101","AC",,
"5592739","5593172","604033","3","101","AC",,
"5592740","5593173","604033","3","101","AC",,
"5592741","5593174","604033","3","101","AC",,
"5592742","5593175","604033","3","101","AC",,
"5592743","5593356","604781","3","101","AC",,
"5592744","5593357","604781","3","101","AC",,
"5592745","5593358","604781","3","101","AC",,
"5592746","5593359","604781","3","101","AC",,
"5592747","5593360","604781","3","101","AC",,
"5592748","5593361","604780","3","101","AC",,
"5592749","5593362","604780","3","101","AC",,
"5592750","5593363","604780","3","101","AC",,
"5592751","5593364","604780","3","101","AC",,
"5592752","5593365","604780","3","101","AC",,
"5592753","5593366","604780","3","101","AC",,
"5592754","5593367","604779","3","101","AC",,
"5593842","5592775","604466","3","101","AC",,
"5593843","5592776","604466","3","101","AC",,
"5593844","5592777","604466","3","101","AC",,
"5593845","5592778","604466","3","101","AC",,
"5593846","5592779","604466","3","101","AC",,
"5593847","5592780","604466","3","101","AC",,
"5593848","5592781","604466","3","101","AC",,
"5593849","5592782","604466","3","101","AC",,
"5593850","5592783","604466","3","101","AC",,
"5593851","5592784","604466","3","101","AC",,
"5593852","5592785","604466","3","101","AC",,
"5593853","5592246","604278","3","101","AC",,
"5593854","5592247","604277","3","101","AC",,
"5593855","5592248","604277","3","101","AC",,
"5593856","5592249","604277","3","101","AC",,
"5593857","5592250","604277","3","101","AC",,
"5593858","5592251","604277","3","101","AC",,
"5593859","5592252","604277","3","101","AC",,
"5593860","5592253","604277","3","101","AC",,
"5593861","5592254","604261","3","101","AC",,
"5593862","5592255","604261","3","101","AC",,
"5593863","5592256","604261","3","101","AC",,
"5593864","5592257","604261","3","101","AC",,
"5593865","5592258","604261","3","101","AC",,
"5593866","5592259","604261","3","101","AC",,
"5593867","5592260","604261","3","101","AC",,
"5593868","5592261","604261","3","101","AC",,
"5593869","5592262","604261","3","101","AC",,
"5593870","5592263","604249","3","101","AC",,
"5593871","5592264","604249","3","101","AC",,
"5593872","5592265","604249","3","101","AC",,
"5593873","5592266","604249","3","101","AC",,
"5593874","5592267","604249","3","101","AC",,
"5593875","5592268","604249","3","101","AC",,
"5593876","5592269","604249","3","101","AC",,
"5593877","5592270","604249","3","101","AC",,
"5593878","5592271","604249","3","101","AC",,
"5593879","5592272","604249","3","101","AC",,
"5593880","5592273","604249","3","101","AC",,
"5593881","5592274","604249","3","101","AC",,
"5593882","5592275","604249","3","101","AC",,
"5593883","5592486","604248","3","101","AC",,
"5593884","5592487","604248","3","101","AC",,
"5593885","5592488","604248","3","101","AC",,
"5593886","5592489","604248","3","101","AC",,
"5593887","5592490","604248","3","101","AC",,
"5593888","5592491","604248","3","101","AC",,
"5593889","5592492","604248","3","101","AC",,
"5593890","5592493","604248","3","101","AC",,
"5593891","5592494","604248","3","101","AC",,
"5593892","5592495","604248","3","101","AC",,
"5593893","5592496","604248","3","101","AC",,
"5593894","5592497","604248","3","101","AC",,
"5593895","5592498","604248","3","101","AC",,
"5593896","5592499","604248","3","101","AC",,
"5593897","5592500","604247","3","101","AC",,
"5593898","5592501","604247","3","101","AC",,
"5593899","5592502","604247","3","101","AC",,
"5593900","5592503","604247","3","101","AC",,
"5593901","5592504","604247","3","101","AC",,
"5593902","5592505","604247","3","101","AC",,
"5593903","5592506","604247","3","101","AC",,
"5593904","5592507","604247","3","101","AC",,
"5593905","5592508","604247","3","101","AC",,
"5593906","5592509","604247","3","101","AC",,
"5593907","5592510","604247","3","101","AC",,
"5593908","5592511","604247","3","101","AC",,
"5593909","5592512","604247","3","101","AC",,
"5593910","5592513","604247","3","101","AC",,
"5593911","5592514","604247","3","101","AC",,
"5593912","5592515","604247","3","101","AC",,
"5593913","5592726","604272","3","101","AC",,
"5593914","5592727","604272","3","101","AC",,
"5593915","5592728","604272","3","101","AC",,
"5593916","5592729","604272","3","101","AC",,
"5593917","5592730","604272","3","101","AC",,
"5593918","5592731","604272","3","101","AC",,
"5593919","5592732","604259","3","101","AC",,
"5593920","5592733","604259","3","101","AC",,
"5593921","5592734","604259","3","101","AC",,
"5593922","5592735","604259","3","101","AC",,
"5593923","5592736","604259","3","101","AC",,
"5593924","5592737","604259","3","101","AC",,
"5593925","5592738","604259","3","101","AC",,
"5593926","5592739","604259","3","101","AC",,
"5593927","5592740","604259","3","101","AC",,
"5593928","5592741","604259","3","101","AC",,
"5593929","5592742","604259","3","101","AC",,
"5593930","5592743","604259","3","101","AC",,
"5593931","5592744","604259","3","101","AC",,
"5593932","5592745","604245","3","101","AC",,
"5593933","5592746","604245","3","101","AC",,
"5593934","5592747","604245","3","101","AC",,
"5593935","5592748","604245","3","101","AC",,
"5593936","5592749","604245","3","101","AC",,
"5593937","5592750","604245","3","101","AC",,
"5593938","5592751","604245","3","101","AC",,
"5593939","5592752","604245","3","101","AC",,
"5593940","5592753","604245","3","101","AC",,
"5593941","5592754","604245","3","101","AC",,
"5593942","5592755","604245","3","101","AC",,
"5593943","5592276","604992","3","101","AC",,
"5593944","5592277","604992","3","101","AC",,
"5593945","5592278","604992","3","101","AC",,
"5593946","5592279","604992","3","101","AC",,
"5593947","5592280","604992","3","101","AC",,
"5593948","5592281","604992","3","101","AC",,
"5593949","5592282","604992","3","101","AC",,
"5593950","5592283","604992","3","101","AC",,
"5593951","5592284","604991","3","101","AC",,
"5593952","5592285","604991","3","101","AC",,
"5593953","5592286","604991","3","101","AC",,
"5593954","5592287","605371","3","101","AC",,
"5593955","5592288","605371","3","101","AC",,
"5593956","5592289","605371","3","101","AC",,
"5593957","5592290","605371","3","101","AC",,
"5593958","5592291","605371","3","101","AC",,
"5593959","5592292","605370","3","101","AC",,
"5593960","5592293","605370","3","101","AC",,
"5593961","5592294","605370","3","101","AC",,
"5593962","5592295","605370","3","101","AC",,
"5593963","5592296","605370","3","101","AC",,
"5593964","5592297","605370","3","101","AC",,
"5593965","5592298","605370","3","101","AC",,
"5593966","5592299","605370","3","101","AC",,
"5593967","5592300","605370","3","101","AC",,
"5593968","5592301","605370","3","101","AC",,
"5593969","5592302","605370","3","101","AC",,
"5593970","5592303","605370","3","101","AC",,
"5593971","5592304","605369","3","101","AC",,
"5593972","5592305","605369","3","101","AC",,
"5593973","5592516","604078","3","101","AC",,
"5593974","5592517","604078","3","101","AC",,
"5593975","5592518","604078","3","101","AC",,
"5593976","5592519","604078","3","101","AC",,
"5593977","5592520","604078","3","101","AC",,
"5593978","5592521","604078","3","101","AC",,
"5593979","5592522","604078","3","101","AC",,
"5593980","5592523","604078","3","101","AC",,
"5593981","5592524","604078","3","101","AC",,
"5593982","5592525","604078","3","101","AC",,
"5593983","5592526","604078","3","101","AC",,
"5593984","5592527","604078","3","101","AC",,
"5593985","5592528","604078","3","101","AC",,
"5593986","5592529","604077","3","101","AC",,
"5593987","5592530","604077","3","101","AC",,
"5593988","5592531","604077","3","101","AC",,
"5593989","5592532","604077","3","101","AC",,
"5593990","5592533","604077","3","101","AC",,
"5593991","5592534","604077","3","101","AC",,
"5593992","5592535","605653","3","101","AC",,
"5593993","5592536","605653","3","101","AC",,
"5593994","5592537","605653","3","101","AC",,
"5593995","5592538","605653","3","101","AC",,
"5593996","5592539","605653","3","101","AC",,
"5593997","5592540","605653","3","101","AC",,
"5593998","5592541","605652","3","101","AC",,
"5593999","5592542","605652","3","101","AC",,
"5594000","5592543","605652","3","101","AC",,
"5594001","5592544","605652","3","101","AC",,
"5594002","5592545","605651","3","101","AC",,
"5594003","5592786","605341","3","101","AC",,
"5594004","5592787","605341","3","101","AC",,
"5594005","5592788","605341","3","101","AC",,
"5594006","5592789","604790","3","101","AC",,
"5594007","5592790","604790","3","101","AC",,
"5594008","5592791","604790","3","101","AC",,
"5594009","5592792","604790","3","101","AC",,
"5594010","5592793","604790","3","101","AC",,
"5594011","5592794","604790","3","101","AC",,
"5594012","5592795","604790","3","101","AC",,
"5594013","5592796","604790","3","101","AC",,
"5594014","5592797","604790","3","101","AC",,
"5594015","5592798","604790","3","101","AC",,
"5594016","5592799","604790","3","101","AC",,
"5594017","5592800","604790","3","101","AC",,
"5594018","5592801","604789","3","101","AC",,
"5594019","5592802","604789","3","101","AC",,
"5594020","5592803","604789","3","101","AC",,
"5594021","5592804","604789","3","101","AC",,
"5594022","5592805","604788","3","101","AC",,
"5594023","5592806","604788","3","101","AC",,
"5594024","5592807","604788","3","101","AC",,
"5594025","5592808","604788","3","101","AC",,
"5594026","5592809","604788","3","101","AC",,
"5594027","5592810","604788","3","101","AC",,
"5594028","5592811","604788","3","101","AC",,
"5594029","5592812","604787","3","101","AC",,
"5594030","5592813","604787","3","101","AC",,
"5594031","5592814","604787","3","101","AC",,
"5594032","5592815","604787","3","101","AC",,
"5594033","5592306","605374","3","101","AC",,
"5594034","5592307","605374","3","101","AC",,
"5594035","5592308","605374","3","101","AC",,
"5594036","5592309","605374","3","101","AC",,
"5594037","5592310","605374","3","101","AC",,
"5594038","5592311","605374","3","101","AC",,
"5594039","5592312","605374","3","101","AC",,
"5594040","5592313","605374","3","101","AC",,
"5594041","5592314","605374","3","101","AC",,
"5594042","5592315","605374","3","101","AC",,
"5594043","5592316","605374","3","101","AC",,
"5594044","5592317","605375","3","101","AC",,
"5594045","5592318","605375","3","101","AC",,
"5594046","5592319","605375","3","101","AC",,
"5594047","5592320","605375","3","101","AC",,
"5594048","5592321","605375","3","101","AC",,
"5594049","5592322","605375","3","101","AC",,
"5594050","5592323","605375","3","101","AC",,
"5594051","5592324","605375","3","101","AC",,
"5594052","5592325","605375","3","101","AC",,
"5594053","5592326","605375","3","101","AC",,
"5594054","5592327","605375","3","101","AC",,
"5594055","5592328","605375","3","101","AC",,
"5594056","5592329","605375","3","101","AC",,
"5594057","5592330","605375","3","101","AC",,
"5594058","5592331","605375","3","101","AC",,
"5594059","5592332","605375","3","101","AC",,
"5594060","5592333","605375","3","101","AC",,
"5594061","5592334","605375","3","101","AC",,
"5594062","5592335","605375","3","101","AC",,
"5594063","5590896","605483","3","101","AC",,
"5594064","5590897","605483","3","101","AC",,
"5594065","5590898","605483","3","101","AC",,
"5594066","5590899","605483","3","101","AC",,
"5594067","5590900","605482","3","101","AC",,
"5594068","5590901","605482","3","101","AC",,
"5594069","5590902","605482","3","101","AC",,
"5594070","5590903","605482","3","101","AC",,
"5594071","5590904","605482","3","101","AC",,
"5594072","5590905","605482","3","101","AC",,
"5594073","5590906","605482","3","101","AC",,
"5594074","5590907","605482","3","101","AC",,
"5594075","5590908","605482","3","101","AC",,
"5594076","5590909","605549","3","101","AC",,
"5594077","5590910","605549","3","101","AC",,
"5594078","5590911","605549","3","101","AC",,
"5594079","5590912","605549","3","101","AC",,
"5594080","5590913","605549","3","101","AC",,
"5594081","5590914","605549","3","101","AC",,
"5594082","5590915","605549","3","101","AC",,
"5594083","5590916","605549","3","101","AC",,
"5594084","5590917","605549","3","101","AC",,
"5594085","5590918","605549","3","101","AC",,
"5594086","5590919","605549","3","101","AC",,
"5594087","5590920","605549","3","101","AC",,
"5594088","5590921","605549","3","101","AC",,
"5594089","5590922","605549","3","101","AC",,
"5594090","5590923","605549","3","101","AC",,
"5594091","5590924","605549","3","101","AC",,
"5594092","5590925","605549","3","101","AC",,
"5594093","5591136","605077","3","101","AC",,
"5594094","5591137","605077","3","101","AC",,
"5594095","5591138","605077","3","101","AC",,
"5594096","5591139","605077","3","101","AC",,
"5594097","5591140","605077","3","101","AC",,
"5594098","5591141","605076","3","101","AC",,
"5594099","5591142","605076","3","101","AC",,
"5594100","5591143","605076","3","101","AC",,
"5594101","5591144","605076","3","101","AC",,
"5594102","5591145","605076","3","101","AC",,
"5594103","5591146","605075","3","101","AC",,
"5594104","5591147","605075","3","101","AC",,
"5594105","5591148","605075","3","101","AC",,
"5594106","5591149","605075","3","101","AC",,
"5594107","5591150","605075","3","101","AC",,
"5594108","5591151","605079","3","101","AC",,
"5594109","5591152","605079","3","101","AC",,
"5594110","5591153","605079","3","101","AC",,
"5594111","5591154","605079","3","101","AC",,
"5594112","5591155","605079","3","101","AC",,
"5594113","5591156","605078","3","101","AC",,
"5594114","5591157","605078","3","101","AC",,
"5594115","5591158","605078","3","101","AC",,
"5594116","5591159","605078","3","101","AC",,
"5594117","5591160","605078","3","101","AC",,
"5594118","5591161","605078","3","101","AC",,
"5594119","5591162","605416","3","101","AC",,
"5594120","5591163","605416","3","101","AC",,
"5594121","5591164","605416","3","101","AC",,
"5594122","5591165","605416","3","101","AC",,
"5594123","5591346","605616","3","101","AC",,
"5594124","5591347","605616","3","101","AC",,
"5594125","5591348","605616","3","101","AC",,
"5594126","5591349","605598","3","101","AC",,
"5594127","5591350","605598","3","101","AC",,
"5594128","5591351","605598","3","101","AC",,
"5594129","5591352","605598","3","101","AC",,
"5594130","5591353","605598","3","101","AC",,
"5594131","5591354","605598","3","101","AC",,
"5594132","5591355","605598","3","101","AC",,
"5594133","5591356","605598","3","101","AC",,
"5594134","5591357","605598","3","101","AC",,
"5594135","5591358","605598","3","101","AC",,
"5594136","5591359","605597","3","101","AC",,
"5594137","5591360","605597","3","101","AC",,
"5594138","5591361","605597","3","101","AC",,
"5594139","5591362","605597","3","101","AC",,
"5594140","5591363","605597","3","101","AC",,
"5594141","5591364","605597","3","101","AC",,
"5594142","5591365","605597","3","101","AC",,
"5594143","5591366","605597","3","101","AC",,
"5594144","5591367","605597","3","101","AC",,
"5594145","5591368","605597","3","101","AC",,
"5594146","5591369","605597","3","101","AC",,
"5594147","5591370","605597","3","101","AC",,
"5594148","5591371","605597","3","101","AC",,
"5594149","5591372","605597","3","101","AC",,
"5594150","5591373","605597","3","101","AC",,
"5594151","5591374","605597","3","101","AC",,
"5594152","5591375","605597","3","101","AC",,
"5594153","5591556","605427","3","101","AC",,
"5594154","5591557","605427","3","101","AC",,
"5594155","5591558","605427","3","101","AC",,
"5594156","5591559","605427","3","101","AC",,
"5594157","5591560","605427","3","101","AC",,
"5594158","5591561","605427","3","101","AC",,
"5594159","5591562","605427","3","101","AC",,
"5594160","5591563","605427","3","101","AC",,
"5594161","5591564","605427","3","101","AC",,
"5594162","5591565","605426","3","101","AC",,
"5594163","5591566","605426","3","101","AC",,
"5594164","5591567","605426","3","101","AC",,
"5594165","5591568","605425","3","101","AC",,
"5594166","5591569","605425","3","101","AC",,
"5594167","5591570","605425","3","101","AC",,
"5594168","5591571","605425","3","101","AC",,
"5594169","5591572","605425","3","101","AC",,
"5594170","5591573","605425","3","101","AC",,
"5594171","5591574","605425","3","101","AC",,
"5594172","5591575","605425","3","101","AC",,
"5594173","5591576","605425","3","101","AC",,
"5594174","5591577","605425","3","101","AC",,
"5594175","5591578","605425","3","101","AC",,
"5594176","5591579","605425","3","101","AC",,
"5594177","5591580","605424","3","101","AC",,
"5594178","5591581","605424","3","101","AC",,
"5594179","5591582","605424","3","101","AC",,
"5594180","5591583","605424","3","101","AC",,
"5594181","5591584","605424","3","101","AC",,
"5594182","5591585","605424","3","101","AC",,
"5594183","5590926","604705","3","101","AC",,
"5594184","5590927","605577","3","101","AC",,
"5594185","5590928","605577","3","101","AC",,
"5594186","5590929","605577","3","101","AC",,
"5594187","5590930","605577","3","101","AC",,
"5594188","5590931","605577","3","101","AC",,
"5594189","5590932","605577","3","101","AC",,
"5594190","5590933","605576","3","101","AC",,
"5594191","5590934","605576","3","101","AC",,
"5594192","5590935","605576","3","101","AC",,
"5594193","5590936","605576","3","101","AC",,
"5594194","5590937","605576","3","101","AC",,
"5594195","5590938","605576","3","101","AC",,
"5594196","5590939","605578","3","101","AC",,
"5594197","5590940","605578","3","101","AC",,
"5594198","5590941","605578","3","101","AC",,
"5594199","5590942","605578","3","101","AC",,
"5594200","5590943","605502","3","101","AC",,
"5594201","5590944","605502","3","101","AC",,
"5594202","5590945","605502","3","101","AC",,
"5594203","5590946","605502","3","101","AC",,
"5594204","5590947","605502","3","101","AC",,
"5594205","5590948","605502","3","101","AC",,
"5594206","5590949","605502","3","101","AC",,
"5594207","5590950","605501","3","101","AC",,
"5594208","5590951","605501","3","101","AC",,
"5594209","5590952","605501","3","101","AC",,
"5594210","5590953","605501","3","101","AC",,
"5594211","5590954","605501","3","101","AC",,
"5594212","5590955","605501","3","101","AC",,
"5594213","5591166","605416","3","101","AC",,
"5594214","5591167","605416","3","101","AC",,
"5594215","5591168","605416","3","101","AC",,
"5594216","5591169","605416","3","101","AC",,
"5594217","5591170","605416","3","101","AC",,
"5594218","5591171","605416","3","101","AC",,
"5594219","5591172","605416","3","101","AC",,
"5594220","5591173","605416","3","101","AC",,
"5594221","5591174","605416","3","101","AC",,
"5594222","5591175","605416","3","101","AC",,
"5594223","5591176","605416","3","101","AC",,
"5594224","5591177","605416","3","101","AC",,
"5594225","5591178","605415","3","101","AC",,
"5594226","5591179","605415","3","101","AC",,
"5594227","5591180","605415","3","101","AC",,
"5594228","5591181","605415","3","101","AC",,
"5594229","5591182","605415","3","101","AC",,
"5594230","5591183","605415","3","101","AC",,
"5594231","5591184","605516","3","101","AC",,
"5594232","5591185","605516","3","101","AC",,
"5594233","5591186","605516","3","101","AC",,
"5594234","5591187","605516","3","101","AC",,
"5594235","5591188","605516","3","101","AC",,
"5594236","5591189","605516","3","101","AC",,
"5594237","5591190","605516","3","101","AC",,
"5594238","5591191","605516","3","101","AC",,
"5594239","5591192","605516","3","101","AC",,
"5594240","5591193","605516","3","101","AC",,
"5594241","5591194","605516","3","101","AC",,
"5594242","5591195","605516","3","101","AC",,
"5594243","5591376","605542","3","101","AC",,
"5594244","5591377","605542","3","101","AC",,
"5594245","5591378","605542","3","101","AC",,
"5594246","5591379","605541","3","101","AC",,
"5594247","5591380","605541","3","101","AC",,
"5594248","5591381","605541","3","101","AC",,
"5594249","5591382","605541","3","101","AC",,
"5594250","5591383","605541","3","101","AC",,
"5594251","5591384","605541","3","101","AC",,
"5594252","5591385","605541","3","101","AC",,
"5594253","5591386","605541","3","101","AC",,
"5594254","5591387","605540","3","101","AC",,
"5594255","5591388","605540","3","101","AC",,
"5594256","5591389","605540","3","101","AC",,
"5594257","5591390","605540","3","101","AC",,
"5594258","5591391","605540","3","101","AC",,
"5594259","5591392","605540","3","101","AC",,
"5594260","5591393","605540","3","101","AC",,
"5594261","5591394","605540","3","101","AC",,
"5594262","5591395","605539","3","101","AC",,
"5594263","5591396","605539","3","101","AC",,
"5594264","5591397","605539","3","101","AC",,
"5594265","5591398","605539","3","101","AC",,
"5594266","5591399","605539","3","101","AC",,
"5594267","5591400","605539","3","101","AC",,
"5594268","5591401","605539","3","101","AC",,
"5594269","5591402","605538","3","101","AC",,
"5594270","5591403","605538","3","101","AC",,
"5594271","5591404","605538","3","101","AC",,
"5594272","5591405","605538","3","101","AC",,
"5594273","5591586","605610","3","101","AC",,
"5594274","5591587","605610","3","101","AC",,
"5594275","5591588","605610","3","101","AC",,
"5594276","5591589","605610","3","101","AC",,
