"USERID","CUST_PROD_ID","GRADEID","SUBTESTID","DATETIMESTAMP"
"5587997","5001","10002","2002",
"5587980","5001","10004","2001",
"5587978","5001","10004","2002",
"5587987","5001","10003","2002",
"5587963","5001","10003","2002",
"5587972","5001","10003","2002",
"5587960","5001","10003","2002",
"5587966","5001","10004","2001",
"5587957","5001","10004","2001",
"5587946","5001","10005","2002",
"5588031","5001","10002","2002",
"5588028","5001","10002","2002",
"5588018","5001","10005","2002",
"5588008","5001","10002","2002",
"5588003","5001","10002","2001",
"5595832","5001","10005","2001",
"5595820","5001","10006","2002",
"5595600","5001","10005","2002",
"5595594","5001","10005","2002",
"5595588","5001","10005","2001",
"5595576","5001","10006","2002",
"5595482","5001","10006","2002",
"5595583","5001","10006","2001",
"5595477","5001","10004","2001",
"5595458","5001","10002","2001",
"5595466","5001","10004","2002",
"5595465","5001","10002","2002",
"5595365","5001","10004","2002",
"5595462","5001","10004","2002",
"5595358","5001","10002","2002",
"5595355","5001","10002","2001",
"5595354","5001","10003","2002",
"5596077","5001","10002","2002",
"5596075","5001","10002","2001",
"5596068","5001","10002","2002",
"5596057","5001","10004","2002",
"5596064","5001","10004","2001",
"5595965","5001","10003","2002",
"5595964","5001","10002","2001",
"5595962","5001","10002","2001",
"5595953","5001","10002","2001",
"5595949","5001","10003","2001",
"5595946","5001","10004","2001",
"5595960","5001","10004","2001",
"5595959","5001","10002","2001",
"5595957","5001","10002","2002",
"5595956","5001","10003","2002",
"5595941","5001","10004","2002",
"5595844","5001","10002","2002",
"5595842","5001","10002","2001",
"5595936","5001","10004","2001",
"5595840","5001","10004","2002",
"5595710","5001","10004","2002",
"5595703","5001","10003","2001",
"5595709","5001","10003","2002",
"5595707","5001","10002","2002",
"5595704","5001","10002","2002",
"5595344","5001","10002","2001",
"5595344","5001","10002","2002",
"5595340","5001","10002","2001",
"5595238","5001","10003","2001",
"5595238","5001","10003","2002",
"5595339","5001","10002","2001",
"5595237","5001","10004","2001",
"5595236","5001","10003","2002",
"5595245","5001","10003","2001",
"5595233","5001","10003","2002",
"5595223","5001","10004","2001",
"5595227","5001","10003","2001",
"5598333","5001","10006","2002",
"5598442","5001","10005","2001",
"5598440","5001","10005","2002",
"5598439","5001","10006","2002",
"5598434","5001","10006","2002",
"5598316","5001","10003","2002",
"5598306","5001","10003","2001",
"5598215","5001","10002","2001",
"5598311","5001","10002","2001",
"5599404","5001","10003","2002",
"5599402","5001","10002","2002",
"5599398","5001","10002","2001",
"5598198","5001","10003","2001",
"5598190","5001","10002","2001",
"5598188","5001","10002","2001",
"5598188","5001","10002","2002",
"5598081","5001","10004","2002",
"5598079","5001","10003","2002",
"5597971","5001","10002","2002",
"5597969","5001","10002","2001",
"5597968","5001","10004","2001",
"5597960","5001","10003","2001",
"5597959","5001","10003","2002",
"5597948","5001","10003","2001",
"5596664","5001","10005","2001",
"5596561","5001","10006","2002",
"5596560","5001","10005","2002",
"5596662","5001","10005","2001",
"5596557","5001","10006","2002",
"5596656","5001","10005","2002",
"5596565","5001","10006","2002",
"5596548","5001","10003","2002",
"5596544","5001","10002","2001",
"5596543","5001","10003","2002",
"5596540","5001","10003","2001",
"5596540","5001","10003","2002",
"5596539","5001","10003","2002",
"5598331","5001","10002","2002",
"5598329","5001","10003","2002",
"5598328","5001","10003","2002",
"5598319","5001","10003","2001",
"5598324","5001","10004","2001",
"5598317","5001","10004","2002",
"5598200","5001","10004","2001",
"5598200","5001","10003","2002",
"5598095","5001","10003","2002",
"5598089","5001","10004","2001",
"5598094","5001","10004","2001",
"5598093","5001","10003","2002",
"5598074","5001","10004","2001",
"5598067","5001","10004","2002",
"5598072","5001","10003","2001",
"5598070","5001","10004","2002",
"5597946","5001","10003","2001",
"5597733","5001","10003","2001",
"5597729","5001","10003","2002",
"5597612","5001","10003","2002",
"5597610","5001","10003","2001",
"5597845","5001","10004","2002",
"5597831","5001","10004","2002",
"5597829","5001","10006","2001",
"5597838","5001","10005","2002",
"5597827","5001","10004","2001",
"5597836","5001","10005","2002",
"5597826","5001","10006","2001",
"5597735","5001","10004","2002",
"5597717","5001","10006","2001",
"5597717","5001","10005","2001",
"5597606","5001","10003","2002",
"5597605","5001","10003","2001",
"5597472","5001","10002","2001",
"5597471","5001","10003","2001",
"5597466","5001","10003","2001",
"5597375","5001","10002","2001",
"5597375","5001","10002","2002",
"5597369","5001","10003","2001",
"5597369","5001","10003","2002",
"5597368","5001","10002","2001",
"5597367","5001","10003","2002",
"5597370","5001","10002","2002",
"5597366","5001","10002","2002",
"5597361","5001","10002","2001",
"5590232","5001","10005","2002",
"5590199","5001","10005","2001",
"5590164","5001","10005","2001",
"5590161","5001","10005","2002",
"5590152","5001","10006","2002",
"5590151","5001","10006","2002",
"5590147","5001","10002","2001",
"5590147","5001","10002","2002",
"5590133","5001","10002","2001",
"5590132","5001","10002","2002",
"5597586","5001","10005","2001",
"5597491","5001","10004","2002",
"5590128","5001","10002","2001",
"5590118","5001","10002","2001",
"5590120","5001","10002","2001",
"5590255","5001","10003","2001",
"5590245","5001","10004","2002",
"5590241","5001","10004","2002",
"5590223","5001","10003","2001",
"5590206","5001","10003","2002",
"5590216","5001","10004","2001",
"5590214","5001","10003","2001",
"5590204","5001","10003","2001",
"5590203","5001","10004","2001",
"5590185","5001","10004","2002",
"5590170","5001","10003","2001",
"5590170","5001","10003","2002",
"5590168","5001","10004","2001",
"5590176","5001","10004","2002",
"5590171","5001","10003","2001",
"5590082","5001","10003","2001",
"5590079","5001","10002","2002",
"5590084","5001","10003","2002",
"5590083","5001","10003","2001",
"5596197","5001","10005","2002",
"5596201","5001","10006","2002",
"5596200","5001","10006","2002",
"5596194","5001","10005","2001",
"5596198","5001","10006","2002",
"5596190","5001","10004","2002",
"5596177","5001","10003","2002",
"5596186","5001","10002","2002",
"5599281","5001","10002","2001",
"5599480","5001","10003","2002",
"5599385","5001","10004","2002",
"5599477","5001","10006","2002",
"5595776","5001","10004","2002",
"5595770","5001","10002","2002",
"5595773","5001","10004","2002",
"5595768","5001","10003","2001",
"5595767","5001","10003","2002",
"5595876","5001","10005","2002",
"5595784","5001","10003","2002",
"5595781","5001","10004","2002",
"5595780","5001","10003","2001",
"5595780","5001","10002","2002",
"5596139","5001","10004","2001",
"5596135","5001","10005","2001",
"5596129","5001","10004","2001",
"5596134","5001","10004","2001",
"5596127","5001","10003","2001",
"5596117","5001","10003","2002",
"5596116","5001","10003","2002",
"5596123","5001","10002","2002",
"5596486","5001","10002","2002",
"5596486","5001","10002","2001",
"5596484","5001","10002","2002",
"5596483","5001","10002","2002",
"5595421","5001","10006","2002",
"5595517","5001","10005","2001",
"5595424","5001","10006","2002",
"5595423","5001","10005","2001",
"5595422","5001","10006","2002",
"5595416","5001","10006","2002",
"5595415","5001","10004","2001",
"5595413","5001","10004","2002",
"5595305","5001","10002","2002",
"5595408","5001","10003","2002",
"5595407","5001","10002","2002",
"5594722","5001","10006","2001",
"5594730","5001","10004","2002",
"5594719","5001","10005","2002",
"5594725","5001","10005","2001",
"5596505","5001","10003","2002",
"5596501","5001","10003","2001",
"5594714","5001","10003","2002",
"5595813","5001","10004","2001",
"5595812","5001","10004","2001",
"5595803","5001","10004","2001",
"5595800","5001","10003","2002",
"5594926","5001","10004","2001",
"5594920","5001","10002","2001",
"5594834","5001","10004","2002",
"5594833","5001","10002","2001",
"5594832","5001","10004","2001",
"5594916","5001","10004","2001",
"5594855","5001","10003","2001",
"5596152","5001","10004","2002",
"5596152","5001","10002","2001",
"5596051","5001","10003","2001",
"5596149","5001","10002","2002",
"5596148","5001","10003","2001",
"5596147","5001","10003","2002",
"5596054","5001","10002","2001",
"5599073","5001","10006","2001",
"5599065","5001","10002","2002",
"5599061","5001","10002","2002",
"5598962","5001","10003","2001",
"5599058","5001","10004","2001",
"5598956","5001","10003","2001",
"5598741","5001","10002","2002",
"5596289","5001","10005","2001",
"5596285","5001","10004","2001",
"5596285","5001","10005","2002",
"5596283","5001","10002","2002",
"5596282","5001","10002","2002",
"5596281","5001","10003","2002",
"5596278","5001","10003","2001",
"5596271","5001","10006","2002",
"5596271","5001","10005","2001",
"5596175","5001","10002","2002",
"5596173","5001","10005","2002",
"5596172","5001","10006","2001",
"5596168","5001","10004","2001",
"5596163","5001","10003","2001",
"5596163","5001","10003","2002",
"5596161","5001","10002","2001",
"5598866","5001","10003","2002",
"5598856","5001","10006","2002",
"5599714","5001","10003","2002",
"5599707","5001","10003","2001",
"5599700","5001","10005","2002",
"5599704","5001","10005","2002",
"5599701","5001","10004","2001",
"5599022","5001","10004","2001",
"5599010","5001","10002","2002",
"5599017","5001","10003","2002",
"5599009","5001","10003","2002",
"5599012","5001","10002","2001",
"5598853","5001","10002","2001",
"5598849","5001","10006","2002",
"5598847","5001","10006","2001",
"5599224","5001","10004","2002",
"5599944","5001","10003","2001",
"5599937","5001","10002","2001",
"5599943","5001","10002","2002",
"5599936","5001","10003","2001",
"5599927","5001","10005","2001",
"5599926","5001","10004","2002",
"5599835","5001","10005","2001",
"5598767","5001","10006","2002",
"5598758","5001","10002","2001",
"5599239","5001","10006","2001",
"5599236","5001","10005","2001",
"5599143","5001","10002","2001",
"5597571","5001","10005","2002",
"5597576","5001","10004","2001",
"5597575","5001","10006","2001",
"5597564","5001","10002","2002",
"5597560","5001","10003","2001",
"5599821","5001","10004","2001",
"5599820","5001","10003","2002",
"5599819","5001","10004","2001",
"5599818","5001","10003","2001",
"5599818","5001","10003","2002",
"5599807","5001","10004","2002",
"5599806","5001","10004","2001",
"5599351","5001","10006","2001",
"5599340","5001","10005","2001",
"5599348","5001","10006","2001",
"5599348","5001","10005","2002",
"5599575","5001","10002","2001",
"5599573","5001","10003","2002",
"5599571","5001","10004","2002",
"5599566","5001","10002","2001",
"5592678","5001","10002","2001",
"5592678","5001","10002","2002",
"5591991","5001","10005","2001",
"5591980","5001","10001","2002",
"5591984","5001","10001","2001",
"5591884","5001","10002","2001",
"5591884","5001","10002","2002",
"5591069","5001","10004","2002",
"5591058","5001","10005","2001",
"5591049","5001","10002","2002",
"5591046","5001","10003","2001",
"5591046","5001","10003","2002",
"5590952","5001","10003","2001",
"5590952","5001","10003","2002",
"5590948","5001","10003","2001",
"5590946","5001","10002","2001",
"5591071","5001","10003","2002",
"5590933","5001","10005","2001",
"5592679","5001","10002","2001",
"5592676","5001","10003","2001",
"5592670","5001","10005","2002",
"5592669","5001","10006","2001",
"5591998","5001","10006","2002",
"5591989","5001","10004","2001",
"5591993","5001","10006","2001",
"5591980","5001","10002","2001",
"5591979","5001","10001","2002",
"5591979","5001","10002","2001",
"5591885","5001","10003","2001",
"5591885","5001","10003","2002",
"5591985","5001","10003","2002",
"5591981","5001","10003","2002",
"5591070","5001","10005","2001",
"5591067","5001","10005","2001",
"5591064","5001","10004","2001",
"5591048","5001","10003","2002",
"5590953","5001","10002","2001",
"5590945","5001","10003","2002",
"5590944","5001","10002","2002",
"5590947","5001","10002","2002",
"5590932","5001","10002","2001",
"5590928","5001","10002","2002",
"5590942","5001","10003","2002",
"5590942","5001","10003","2001",
"5591468","5001","10005","2002",
"5591365","5001","10004","2001",
"5591369","5001","10005","2002",
"5591367","5001","10004","2001",
"5591349","5001","10006","2002",
"5591252","5001","10005","2002",
"5591233","5001","10006","2002",
"5591133","5001","10005","2001",
"5591121","5001","10006","2002",
"5591119","5001","10006","2001",
"5591112","5001","10005","2001",
"5591009","5001","10006","2002",
"5591008","5001","10006","2002",
"5591008","5001","10005","2002",
"5592664","5001","10002","2002",
"5592658","5001","10002","2002",
"5592655","5001","10003","2002",
"5592653","5001","10003","2002",
"5592646","5001","10002","2001",
"5591601","5001","10003","2001",
"5591601","5001","10003","2002",
"5591598","5001","10002","2001",
"5591597","5001","10003","2002",
"5591596","5001","10002","2002",
"5591594","5001","10002","2002",
"5591588","5001","10002","2001",
"5591588","5001","10002","2002",
"5591491","5001","10003","2002",
"5591488","5001","10002","2001",
"5591487","5001","10002","2002",
"5591484","5001","10003","2002",
"5591476","5001","10003","2001",
"5591480","5001","10002","2002",
"5591348","5001","10003","2001",
"5591255","5001","10003","2002",
"5591229","5001","10003","2001",
"5591001","5001","10003","2002",
"5590990","5001","10003","2001",
"5590986","5001","10003","2001",
"5592179","5001","10004","2001",
"5592169","5001","10005","2002",
"5592168","5001","10006","2001",
"5592162","5001","10002","2002",
"5592063","5001","10002","2001",
"5592416","5001","10004","2001",
"5592413","5001","10005","2001",
"5592410","5001","10003","2001",
"5592639","5001","10002","2001",
"5598909","5001","10005","2002",
"5598907","5001","10006","2002",
"5598804","5001","10004","2002",
"5598804","5001","10003","2002",
"5592533","5001","10002","2002",
"5592518","5001","10004","2001",
"5592518","5001","10004","2002",
"5592526","5001","10005","2001",
"5592425","5001","10004","2001",
"5592523","5001","10004","2001",
"5592421","5001","10003","2002",
"5592519","5001","10006","2001",
"5599969","5001","10002","2002",
"5599366","5001","10006","2001",
"5599360","5001","10005","2001",
"5599264","5001","10003","2002",
"5599264","5001","10002","2002",
"5599262","5001","10002","2002",
"5599503","5001","10002","2002",
"5599501","5001","10002","2001",
"5599268","5001","10005","2002",
"5599175","5001","10005","2001",
"5599275","5001","10006","2002",
"5599168","5001","10006","2001",
"5599273","5001","10006","2002",
"5599273","5001","10005","2001",
"5587894","5001","10002","2001",
"5587889","5001","10003","2002",
"5587875","5001","10004","2002",
"5587874","5001","10005","2002",
"5587841","5001","10002","2001",
"5587842","5001","10003","2002",
"5588822","5001","10003","2002",
"5588821","5001","10002","2002",
"5588850","5001","10002","2002",
"5588843","5001","10003","2002",
"5588848","5001","10002","2002",
"5588842","5001","10003","2001",
"5588840","5001","10006","2002",
"5588840","5001","10005","2002",
"5588839","5001","10006","2002",
"5588835","5001","10004","2001",
"5588871","5001","10002","2001",
"5590598","5001","10003","2001",
"5590596","5001","10003","2001",
"5590594","5001","10002","2001",
"5590583","5001","10005","2001",
"5590578","5001","10006","2002",
"5589548","5001","10002","2002",
"5589547","5001","10002","2002",
"5589546","5001","10002","2001",
"5589992","5001","10003","2001",
"5589981","5001","10004","2001",
"5589980","5001","10005","2001",
"5589988","5001","10004","2001",
"5589986","5001","10004","2002",
"5589983","5001","10004","2001",
"5589975","5001","10005","2001",
"5589973","5001","10003","2001",
"5589970","5001","10003","2001",
"5595123","5001","10006","2001",
"5595117","5001","10003","2001",
"5595112","5001","10003","2001",
"5595115","5001","10002","2001",
"5595111","5001","10003","2001",
"5589827","5001","10003","2001",
"5589596","5001","10005","2001",
"5589823","5001","10004","2001",
"5589820","5001","10006","2001",
"5589816","5001","10004","2002",
"5589594","5001","10003","2002",
"5589581","5001","10003","2001",
"5590615","5001","10003","2001",
"5590614","5001","10002","2001",
"5590609","5001","10003","2001",
"5590530","5001","10005","2001",
"5595105","5001","10004","2002",
"5590528","5001","10004","2001",
"5590526","5001","10005","2002",
"5590519","5001","10003","2001",
"5590519","5001","10002","2001",
"5590523","5001","10002","2001",
"5590523","5001","10002","2002",
"5590508","5001","10003","2002",
"5590803","5001","10003","2001",
"5590803","5001","10003","2002",
"5590801","5001","10003","2002",
"5590800","5001","10002","2002",
"5590794","5001","10002","2002",
"5589673","5001","10003","2001",
"5589679","5001","10003","2001",
"5589671","5001","10004","2001",
"5589678","5001","10004","2001",
"5589674","5001","10004","2001",
"5589665","5001","10004","2001",
"5597623","5001","10004","2002",
"5597617","5001","10003","2002",
"5597518","5001","10006","2001",
"5597516","5001","10006","2001",
"5597499","5001","10003","2001",
"5597402","5001","10002","2002",
"5597391","5001","10003","2001",
"5597391","5001","10002","2001",
"5597391","5001","10002","2002",
"5597395","5001","10004","2002",
"5597389","5001","10002","2002",
"5597394","5001","10003","2002",
"5597392","5001","10004","2001",
"5597162","5001","10002","2002",
"5597160","5001","10003","2002",
"5597150","5001","10006","2002",
"5597154","5001","10005","2001",
"5597139","5001","10002","2002",
"5597042","5001","10003","2001",
"5597035","5001","10002","2001",
"5597034","5001","10002","2001",
"5597765","5001","10005","2002",
"5597763","5001","10005","2001",
"5597755","5001","10006","2002",
"5597755","5001","10005","2001",
"5597754","5001","10003","2002",
"5597749","5001","10003","2002",
"5597753","5001","10002","2002",
"5597751","5001","10003","2001",
"5597750","5001","10004","2002",
"5597744","5001","10002","2001",
"5597743","5001","10002","2002",
"5597736","5001","10002","2002",
"5597639","5001","10002","2002",
"5597642","5001","10002","2001",
"5597633","5001","10004","2001",
"5597632","5001","10003","2002",
"5597999","5001","10002","2002",
"5597993","5001","10004","2001",
"5597990","5001","10004","2001",
"5597980","5001","10004","2002",
"5597988","5001","10006","2001",
"5589758","5001","10006","2002",
"5589757","5001","10006","2002",
"5589756","5001","10005","2002",
"5589701","5001","10004","2002",
"5589698","5001","10003","2001",
"5589707","5001","10003","2001",
"5589706","5001","10004","2002",
"5589688","5001","10002","2001",
"5589691","5001","10002","2001",
"5589681","5001","10002","2002",
"5589680","5001","10002","2002",
"5589736","5001","10002","2002",
"5589731","5001","10002","2002",
"5589815","5001","10006","2001",
"5589812","5001","10005","2001",
"5589799","5001","10002","2002",
"5598122","5001","10005","2001",
"5587553","5001","10002","2001",
"5587549","5001","10004","2002",
"5587548","5001","10004","2001",
"5587544","5001","10006","2002",
"5587541","5001","10006","2001",
"5593244","5001","10006","2001",
"5593239","5001","10005","2001",
"5593145","5001","10005","2001",
"5593134","5001","10004","2002",
"5593133","5001","10004","2001",
"5593133","5001","10004","2002",
"5593141","5001","10006","2001",
"5593131","5001","10004","2001",
"5593129","5001","10002","2002",
"5593122","5001","10003","2001",
"5588113","5001","10004","2002",
"5588106","5001","10003","2002",
"5587505","5001","10003","2001",
"5588109","5001","10002","2002",
"5587538","5001","10004","2001",
"5587529","5001","10006","2001",
"5587535","5001","10003","2002",
"5587523","5001","10006","2002",
"5587520","5001","10005","2002",
"5587507","5001","10003","2001",
"5587462","5001","10002","2001",
"5587455","5001","10002","2001",
"5594316","5001","10002","2001",
"5594221","5001","10003","2001",
"5594220","5001","10003","2001",
"5592910","5001","10005","2001",
"5592811","5001","10002","2001",
"5592807","5001","10003","2002",
"5592810","5001","10002","2002",
"5592805","5001","10003","2002",
"5592809","5001","10002","2002",
"5592803","5001","10002","2002",
"5592793","5001","10002","2001",
"5592798","5001","10003","2001",
"5592792","5001","10002","2001",
"5592797","5001","10003","2002",
"5592932","5001","10002","2002",
"5592933","5001","10002","2001",
"5592920","5001","10005","2002",
"5592919","5001","10004","2001",
"5592916","5001","10006","2001",
"5592916","5001","10004","2002",
"5592923","5001","10005","2001",
"5594085","5001","10005","2002",
"5594082","5001","10002","2002",
"5593984","5001","10003","2002",
"5594080","5001","10002","2001",
"5593983","5001","10003","2002",
"5594213","5001","10005","2001",
"5594203","5001","10003","2001",
"5592787","5001","10005","2002",
"5592786","5001","10006","2001",
"5594584","5001","10004","2001",
"5594582","5001","10004","2002",
"5594575","5001","10003","2001",
"5594595","5001","10003","2001",
"5594587","5001","10006","2002",
"5594495","5001","10005","2002",
"5594490","5001","10002","2002",
"5594485","5001","10002","2001",
"5593305","5001","10004","2002",
"5593305","5001","10004","2001",
"5593302","5001","10006","2002",
"5593301","5001","10005","2001",
"5593297","5001","10002","2001",
"5593297","5001","10002","2002",
"5593298","5001","10002","2002",
"5593204","5001","10003","2001",
"5593630","5001","10002","2001",
"5593630","5001","10002","2002",
"5593167","5001","10002","2001",
"5593166","5001","10003","2002",
"5593154","5001","10003","2002",
"5593160","5001","10004","2001",
"5593506","5001","10005","2002",
"5593514","5001","10005","2001",
"5593508","5001","10004","2001",
"5593405","5001","10002","2001",
"5593404","5001","10003","2002",
"5593397","5001","10003","2001",
"5593396","5001","10002","2001",
"5593401","5001","10002","2001",
"5594479","5001","10002","2001",
"5594476","5001","10004","2001",
"5594467","5001","10003","2001",
"5594471","5001","10005","2001",
"5592839","5001","10002","2001",
"5592841","5001","10002","2002",
"5592836","5001","10006","2001",
"5592827","5001","10004","2002",
"5594614","5001","10002","2001",
"5594611","5001","10002","2002",
"5594609","5001","10003","2001",
"5594603","5001","10003","2002",
"5594108","5001","10006","2002",
"5594010","5001","10003","2001",
"5594000","5001","10002","2001",
"5593063","5001","10006","2002",
"5593062","5001","10004","2002",
"5592962","5001","10004","2002",
"5593061","5001","10005","2001",
"5592960","5001","10006","2001",
"5592944","5001","10004","2001",
"5592947","5001","10006","2002",
"5593201","5001","10003","2001",
"5593196","5001","10003","2001",
"5593194","5001","10003","2002",
"5593191","5001","10003","2001",
"5593190","5001","10003","2002",
"5593190","5001","10002","2002",
"5593184","5001","10002","2001",
"5593178","5001","10003","2001",
"5593180","5001","10003","2001",
"5593179","5001","10003","2002",
"5593083","5001","10002","2002",
"5593081","5001","10003","2001",
"5593081","5001","10003","2002",
"5593078","5001","10002","2002",
"5593080","5001","10002","2001",
"5593074","5001","10006","2002",
"5598917","5001","10002","2001",
"5593561","5001","10002","2002",
"5593561","5001","10002","2001",
"5593563","5001","10003","2002",
"5593560","5001","10002","2001",
"5593552","5001","10004","2001",
"5593540","5001","10002","2002",
"5593536","5001","10002","2002",
"5593544","5001","10003","2002",
"5594137","5001","10005","2002",
"5594043","5001","10006","2002",
"5594036","5001","10001","2002",
"5594034","5001","10002","2001",
"5594025","5001","10002","2002",
"5594029","5001","10002","2002",
"5594023","5001","10004","2002",
"5594016","5001","10004","2002",
"5593924","5001","10002","2001",
"5593923","5001","10003","2002",
"5594018","5001","10003","2002",
"5594499","5001","10003","2001",
"5594498","5001","10004","2001",
"5594511","5001","10003","2001",
"5594399","5001","10004","2001",
"5594399","5001","10004","2002",
"5594508","5001","10004","2002",
"5594397","5001","10004","2002",
"5594507","5001","10003","2001",
"5594505","5001","10003","2002",
"5594394","5001","10004","2002",
"5594378","5001","10002","2001",
"5594380","5001","10002","2001",
"5594640","5001","10002","2001",
"5594634","5001","10002","2001",
"5594634","5001","10002","2002",
"5594308","5001","10004","2002",
"5594298","5001","10005","2002",
"5594290","5001","10005","2002",
"5594193","5001","10002","2001",
"5594313","5001","10004","2001",
"5592970","5001","10001","2002",
"5592969","5001","10001","2002",
"5592969","5001","10002","2002",
"5593334","5001","10002","2001",
"5593339","5001","10003","2001",
"5593339","5001","10002","2002",
"5593337","5001","10003","2001",
"5593336","5001","10003","2001",
"5593330","5001","10002","2002",
"5593326","5001","10004","2002",
"5593231","5001","10005","2002",
"5596496","5001","10005","2001",
"5596499","5001","10006","2001",
"5596499","5001","10005","2002",
"5596497","5001","10005","2002",
"5596487","5001","10004","2002",
"5594060","5001","10006","2002",
"5594056","5001","10005","2002",
"5589409","5001","10003","2001",
"5589402","5001","10002","2001",
"5589405","5001","10003","2001",
"5589393","5001","10006","2002",
"5589393","5001","10005","2002",
"5589389","5001","10006","2002",
"5589388","5001","10006","2002",
"5589315","5001","10006","2001",
"5589304","5001","10005","2001",
"5589312","5001","10004","2001",
"5589287","5001","10002","2002",
"5589254","5001","10003","2001",
"5589254","5001","10003","2002",
"5589253","5001","10003","2001",
"5589246","5001","10002","2001",
"5589252","5001","10002","2002",
"5589238","5001","10002","2001",
"5589232","5001","10003","2001",
"5589231","5001","10003","2001",
"5589219","5001","10005","2002",
"5589216","5001","10005","2002",
"5589204","5001","10006","2001",
"5589203","5001","10006","2001",
"5589202","5001","10006","2002",
"5589379","5001","10003","2002",
"5589377","5001","10002","2002",
"5589375","5001","10002","2001",
"5589372","5001","10002","2002",
"5589360","5001","10002","2001",
"5589344","5001","10003","2002",
"5589343","5001","10003","2002",
"5589342","5001","10002","2001",
"5589337","5001","10002","2002",
"5589298","5001","10003","2001",
"5589297","5001","10002","2002",
"5589264","5001","10006","2001",
"5589258","5001","10006","2002",
"5589270","5001","10004","2001",
"5589353","5001","10002","2001",
"5589352","5001","10002","2002",
"5589351","5001","10002","2002",
"5589346","5001","10003","2002",
"5589332","5001","10003","2001",
"5589326","5001","10002","2002",
"5593506","5001","10006","2002",
"5593509","5001","10004","2002",
"5593410","5001","10003","2002",
"5593405","5001","10002","2002",
"5593403","5001","10002","2001",
"5593398","5001","10002","2002",
"5593396","5001","10002","2002",
"5594480","5001","10002","2001",
"5594475","5001","10004","2002",
"5594375","5001","10005","2002",
"5594373","5001","10004","2001",
"5592818","5001","10003","2001",
"5594606","5001","10002","2001",
"5594603","5001","10002","2001",
"5593996","5001","10002","2002",
"5593994","5001","10004","2001",
"5594109","5001","10006","2002",
"5594011","5001","10002","2002",
"5594009","5001","10003","2001",
"5594009","5001","10003","2002",
"5594003","5001","10002","2002",
"5594002","5001","10003","2002",
"5594008","5001","10002","2001",
"5594001","5001","10003","2001",
"5594007","5001","10002","2001",
"5593070","5001","10002","2002",
"5593071","5001","10003","2001",
"5593060","5001","10004","2001",
"5593067","5001","10006","2002",
"5593058","5001","10004","2001",
"5592959","5001","10006","2001",
"5592944","5001","10005","2002",
"5592956","5001","10006","2001",
"5592952","5001","10004","2001",
"5592939","5001","10006","2001",
"5593202","5001","10003","2001",
"5593195","5001","10002","2002",
"5593193","5001","10002","2001",
"5593188","5001","10002","2001",
"5593186","5001","10003","2002",
"5593185","5001","10002","2001",
"5593185","5001","10002","2002",
"5593084","5001","10003","2002",
"5598914","5001","10004","2002",
"5598913","5001","10003","2002",
"5598917","5001","10002","2002",
"5598911","5001","10003","2001",
"5598915","5001","10002","2001",
"5593656","5001","10002","2001",
"5593549","5001","10004","2001",
"5593548","5001","10005","2001",
"5593547","5001","10004","2001",
"5593539","5001","10002","2001",
"5593538","5001","10003","2001",
"5593445","5001","10003","2001",
"5593442","5001","10003","2001",
"5594138","5001","10005","2001",
"5594042","5001","10003","2002",
"5594033","5001","10001","2001",
"5594026","5001","10004","2002",
"5594026","5001","10003","2002",
"5594030","5001","10004","2002",
"5594029","5001","10002","2001",
"5594023","5001","10004","2001",
"5594017","5001","10004","2001",
"5594017","5001","10004","2002",
"5594019","5001","10002","2002",
"5594018","5001","10003","2001",
"5594501","5001","10003","2002",
"5594403","5001","10003","2002",
"5594514","5001","10004","2001",
"5594513","5001","10003","2002",
"5594509","5001","10004","2001",
"5594397","5001","10004","2001",
"5594395","5001","10004","2001",
"5594505","5001","10004","2002",
"5594503","5001","10004","2001",
"5594393","5001","10004","2001",
"5594389","5001","10002","2001",
"5594389","5001","10002","2002",
"5594379","5001","10002","2002",
"5594377","5001","10002","2002",
"5594637","5001","10002","2002",
"5594640","5001","10002","2002",
"5594630","5001","10002","2001",
"5594632","5001","10002","2001",
"5594631","5001","10002","2002",
"5594304","5001","10003","2002",
"5594290","5001","10005","2001",
"5594288","5001","10002","2002",
"5594286","5001","10004","2002",
"5594195","5001","10004","2002",
"5594311","5001","10002","2002",
"5594313","5001","10003","2001",
"5594312","5001","10004","2001",
"5592968","5001","10001","2002",
"5592967","5001","10003","2001",
"5592971","5001","10004","2002",
"5594550","5001","10002","2001",
"5594549","5001","10003","2002",
"5594545","5001","10006","2002",
"5593341","5001","10002","2001",
"5593341","5001","10002","2002",
"5593332","5001","10003","2001",
"5593338","5001","10003","2002",
"5593331","5001","10003","2002",
"5593336","5001","10003","2002",
"5593224","5001","10005","2001",
"5596490","5001","10004","2002",
"5594064","5001","10004","2001",
"5594058","5001","10006","2001",
"5589412","5001","10002","2001",
"5589392","5001","10005","2001",
"5589390","5001","10004","2002",
"5589396","5001","10005","2001",
"5589388","5001","10005","2002",
"5589315","5001","10005","2001",
"5589313","5001","10005","2001",
"5589286","5001","10003","2002",
"5589286","5001","10002","2001",
"5589286","5001","10002","2002",
"5589253","5001","10003","2002",
"5589243","5001","10003","2001",
"5589237","5001","10003","2001",
"5589239","5001","10003","2002",
"5589233","5001","10002","2001",
"5589230","5001","10002","2001",
"5589224","5001","10006","2001",
"5589219","5001","10006","2002",
"5589217","5001","10004","2002",
"5589381","5001","10002","2002",
